,category,scientific_name,common_names,conservation_status
3391,Vascular Plant,Antennaria corymbosa,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",
3566,Vascular Plant,Campanula rapunculoides,"Creeping Bellflower, Rampion Bellflower, Rover Bellflower",
816,Vascular Plant,Eupatorium serotinum,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",
4119,Vascular Plant,Carex rossii,"Ross Sedge, Ross' Sedge, Ross's Sedge, Shortstemmed Sedge",
4756,Vascular Plant,Erigeron compositus,"Cutleaf Daisy, Dwarf Mountain Fleabane, Fernleaf Fleabane",
4186,Vascular Plant,Alopecurus aequalis,"Short Foxtail, Shortawn Foxtail, Short-Awn Meadow-Foxtail",
3781,Vascular Plant,Lonicera caerulea,"Blue Honeysuckle, Fly Honeysuckle, Sweetberry Honeysuckle",
4691,Vascular Plant,Ageratina occidentalis,"Western Eupatorium, Western Joepyeweed, Western Snakeroot",
4242,Vascular Plant,Lolium perenne,"Italian Ryegrass, Perennial Rye Grass, Perennial Ryegrass",
3722,Vascular Plant,Stellaria longifolia,"Longleaf Chickweed, Longleaf Starwort, Long-Leaf Starwort",
5606,Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
5474,Vascular Plant,Carex heteroneura var. epapillosa,"Different Nerve Sedge, Different-Nerve Sedge, Nerve Sedge",
1128,Vascular Plant,Polygonum hydropiper,"Annual Smartweed, Marshpepper Knotweed, Mild Water-Pepper",
3888,Vascular Plant,Galium trifidum,"Small Bedstraw, Threepetal Bedstraw, Three-Petal Bedstraw",
4621,Vascular Plant,Potamogeton filiformis,"Filiform Pondweed, Fineleaf Pondweed, Threadleaf Pondweed",
3345,Vascular Plant,Sanicula marilandica,"Black Sanicle, Maryland Black-Snakeroot, Maryland Sanicle",
5206,Vascular Plant,Asclepias californica,"California Milkweed, Round-Hood Milkweed, Woolly Milkweed",
4036,Vascular Plant,Epilobium anagallidifolium,"Alpine Willowherb, Alpine Willowweed, Pimpernel Willowherb",
3914,Vascular Plant,Utricularia macrorhiza,"Common Bladderpod, Common Bladderwort, Greater Bladderwort",
3042,Mammal,Myotis lucifugus,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",Species of Concern
5570,Vascular Plant,Bromus secalinus,"Bromegrass, Cheat, Chess, Chess Brome, Rye Brome, Ryebrome",
3792,Vascular Plant,Valeriana occidentalis,"Small-Flower Valerian, Western Valerian, Western Valeriana",
4423,Vascular Plant,Heuchera parvifolia,"Common Alumroot, Littleleaf Alumroot, Little-Leaf Alumroot",
3882,Vascular Plant,Gentianella tenella,"Dane's Dwarf Gentian, Dane's Dwarfgentian, Lapland Gentian",
4617,Vascular Plant,Sagittaria latifolia,"Broadleaf Arrowhead, Common Arrowhead, Duck-Potato, Wapato",
1769,Vascular Plant,Acalypha ostryifolia,"Hornbeam Copper-Leaf, Hornbeam-Leaved Three-Seeded Mercury",
3977,Vascular Plant,Verbena stricta,"Hoary Verbena, Hoary Vervain, Tall Vervain, Woolly Verbena",
4744,Vascular Plant,Crepis nana,"Dwarf Alpine Hawksbeard, Small Hawksbeard, Tiny Hawksbeard",
3847,Vascular Plant,Astragalus purshii var. purshii,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch",
4939,Vascular Plant,Erysimum capitatum,"Coast Wallflower, Sand Dune Wallflower, Western Wallflower",
4992,Vascular Plant,Spergula arvensis,"Corn Spurry, Devil's Gut, Field Spurry, Pickpurse, Sandweed",
4052,Vascular Plant,Botrychium lanceolatum,"Lanceleaf Grapefern, Lance-Leaf Moonwort, Triangle Moonwort",
1223,Vascular Plant,Diervilla sessilifolia,"Sessile-Leaved Bush-Honey-Suckle, Southern Bush-Honeysuckle",
4103,Vascular Plant,Carex neurophora,"Alpine Nerve Sedge, Alpine Nerved Sedge, Alpinenerved Sedge",
72,Mammal,Glaucomys sabrinus coloratus,"Carolina Northern Flying Squirrel, Northern Flying Squirrel",Endangered
1330,Vascular Plant,Desmodium ciliare,"Hairy Small-Leaved Tick-Treefoil, Small-Leaved Tick-Trefoil",
3843,Vascular Plant,Astragalus lotiflorus,"Lotus Milkvetch, Lotus Milk-Vetch, Low Milkvetch, Milkvetch",
3418,Vascular Plant,Artemisia michauxiana,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood",
4385,Vascular Plant,Potentilla recta,"Erect Cinquefoil, Roughfruit Cinquefoil, Sulphur Cinquefoil",
5735,Vascular Plant,Potentilla fruticosa,"Bush Cinquefoil, Golden Hardhack, Shrubby Cinquefoil, Widdy",
3657,Vascular Plant,Rorippa palustris ssp. fernaldiana,"Bog Yellowcress, Fernald Yellowcress, Fernald's Yellowcress",
4627,Vascular Plant,Cicuta douglasii,"Douglas' Waterhemlock, Water Hemlock, Western Water Hemlock",
3359,Vascular Plant,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern
3758,Vascular Plant,Rumex acetosella,"Common Sheep Sorrel, Field Sorrel, Red Sorrel, Sheep Sorrel",
4708,Vascular Plant,Artemisia ludoviciana ssp. incompta,"Columbia River Wormwood, Mountain Sagewort, White Sagebrush",
4213,Vascular Plant,Danthonia spicata,"Poverty Danthonia, Poverty Oatgrass, Poverty Wild Oat Grass",
5451,Vascular Plant,Pinus sabiniana,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",
4757,Vascular Plant,Erigeron coulteri,"Coulter's Fleabane, Large Mountain Fleabane, Whiteray Daisy",
4393,Vascular Plant,Sibbaldia procumbens,"Creeping Sibbaldia, Creeping-Glow-Wort, Prostrate Sibbaldia",
4138,Vascular Plant,Eriophorum angustifolium,"Narrowleaf Cottonsedge, Tall Cottongrass, Tall Cotton-Grass",
3575,Vascular Plant,Cryptantha fendleri,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",
2652,Vascular Plant,Ipomoea lacunosa,"Small White Morning-Glory, Small-Flower White Morning-Glory",
3705,Vascular Plant,Paronychia sessiliflora,"Creeping Nailwort, Low Nailwort, Nailwort, Stemless Nailwort",
3666,Vascular Plant,Thlaspi arvense,"Fanweed, Field Pennycress, Frenchweed, Pennycress, Stinkweed",
3694,Vascular Plant,Cerastium arvense,"Field Chickweed, Field Mouse-Ear Chickweed, Starry Chickweed",
1885,Vascular Plant,Circaea alpina,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",
3983,Vascular Plant,Streptopus amplexifolius,"Clasping Twistedstalk, Claspleaf Twistedstalk, Twisted Stalk",
4913,Vascular Plant,Arabis drummondii,"Canadian Rockcress, Drummond Rockcress, Drummond's Rockcress",
3308,Vascular Plant,Potamogeton natans,"Broadleaf Pondweed, Floating Pondweed, Floatingleaf Pondweed",
5321,Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",
3861,Vascular Plant,Oxytropis deflexa var. foliolosa,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",
4037,Vascular Plant,Epilobium brachycarpum,"Autumn Willowherb, Autumn Willowweed, Tall Annual Willowherb",
3767,Vascular Plant,Parnassia kotzebuei,"Kotzebue's Grass Of Parnassus, Kotzebue's Grass-Of-Parnassus",
4045,Vascular Plant,Gaura parviflora,"Smallflowered Gaura, Velvetweed, Velvety Gaura, Willow Gaura",
3775,Vascular Plant,Mentzelia dispersa,"Bushy Blazingstar, Nevada Blazingstar, Scattered Blazingstar",
5047,Vascular Plant,Parnassia californica,"California Grass Of Parnassus, California Grass-Of-Parnassus",
4730,Vascular Plant,Centaurea solstitialis,"Yellow Star Thistle, Yellow Starthistle, Yellow Star-Thistle",
1154,Vascular Plant,Parnassia grandifolia,"Largeleaf Grass Of Parnassus, Large-Leaved Grass-Of-Parnassus",Species of Concern
3837,Vascular Plant,Astragalus crassicarpus var. paysonii,"Groundplum Milkvetch, Mountain Groundplum, Payson's Milkvetch",
721,Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",
3871,Vascular Plant,Trifolium repens,"Dutch Clover, Ladino Clover, White Clover, White Dutch Clover",
3289,Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",
4292,Vascular Plant,Sparganium angustifolium,"Narrowleaf Burr Reed, Narrowleaf Burreed, Narrowleaf Bur-Reed",
3704,Vascular Plant,Moehringia lateriflora,"Blunt-Leaf Grove-Sandwort, Bluntleaf Sandwort, Grove Sandwort",
5334,Vascular Plant,Calycanthus occidentalis,"California Spicebush, California-Allspice, Western Sweetshrub",
3771,Vascular Plant,Ceratophyllum demersum,"Common Hornwort, Coon's Tail, Coon's-Tail, Coontail, Hornwort",
3581,Vascular Plant,Hackelia floribunda,"Manyflower Stickseed, Manyflowered Stickseed, Showy Stickseed",
4777,Vascular Plant,Gaillardia pulchella,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
5741,Vascular Plant,Potentilla gracilis,"Graceful Cinquefoil, Northwest Cinquefoil, Slender Cinquefoil",
4166,Vascular Plant,Luzula parviflora,"Millet Woodrush, Smallflower Woodrush, Smallflowered Woodrush",
4223,Vascular Plant,Elymus trachycaulus var. trachycaulus,"Bearded Wheatgrass, Rye Grass, Slender Wheatgrass, Wheatgrass",
3336,Vascular Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",
4222,Vascular Plant,Elymus scribneri,"Scribner's Wild Rye, Scribner's Wildrye, Spreading Wheatgrass",
3480,Vascular Plant,Helianthus annuus,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
4407,Vascular Plant,Sedum lanceolatum,"Lanceleaf Stonecrop, Lance-Leaf Stonecrop, Spearleaf Stonecrop",
2,Mammal,Bos taurus,"Aurochs, Aurochs, Domestic Cattle (Feral), Domesticated Cattle",
3795,Vascular Plant,Equisetum hyemale var. affine,"Scouringrush Horsetail, Stout Scouringrush, Tall Scouring-Rush",
5417,Vascular Plant,Epilobium ciliatum ssp. glandulosum,"Fringed Willowherb, Glandular Willowherb, Glandular Willowweed",
3440,Vascular Plant,Crepis acuminata,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",
3436,Vascular Plant,Cirsium foliosum,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",
4378,Vascular Plant,Potentilla gracilis var. fastigiata,"Northwest Cinquefoil, Nuttall's Cinquefoil, Slender Cinquefoil",
4427,Vascular Plant,Mitella stauropetala,"Side-Flower Miterwort, Smallflower Miterwort, Starry Miterwort",
4140,Vascular Plant,Eriophorum gracile,"Slender Cottongrass, Slender Cotton-Grass, Slender Cottonsedge",
3477,Vascular Plant,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",
3607,Vascular Plant,Brassica kaber,"Canola, Charlock Mustard, Kaber Mustard, Rapeseed, Wild Mustard",
3856,Vascular Plant,Melilotus albus,"Bokhara-Clover, Honey-Clover, White Melilot, White Sweet-Clover",
3414,Vascular Plant,Artemisia absinthium,"Absinth Sagewort, Absinth Wormwood, Absinthium, Common Sagewort",
3838,Vascular Plant,Astragalus drummondii,"Drummond Milkvetch, Drummond's Milkvetch, Drummond's Milk-Vetch",
4008,Vascular Plant,Salix exigua,"Coyote Willow, Desert Willow, Narrowleaf Willow, Sandbar Willow",
4039,Vascular Plant,Epilobium clavatum,"Clavatefruit Willowweed, Clubfruit Willowherb, Talus Willowherb",
1725,Vascular Plant,Melanthium parviflorum,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne",
3929,Vascular Plant,Orthocarpus luteus,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",
5213,Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf Gentian, Autumn Dwarfgentian, Autumn Dwarf-Gentian",
4095,Vascular Plant,Carex leptalea,"Bristlestalked Sedge, Bristly-Stalk Sedge, Bristlystalked Sedge",
4415,Vascular Plant,Ribes montigenum,"Alpine Prickly Currant, Gooseberry Currant, Mountain Gooseberry",
5453,Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",
4207,Vascular Plant,Calamagrostis stricta,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass",
4398,Vascular Plant,Urtica dioica var. procera,"California Nettle, Slender Nettle, Stinging Nettle, Tall Nettle",
4300,Vascular Plant,Adiantum aleuticum,"Aleutian Maidenhair, Aleutian Maidenhair-Fern, Five-Finger Fern",
4194,Vascular Plant,Avena sativa,"Common Oat, Common Oats, Oat, Oatgrass (Common), Oats, Wild Oats",
4934,Vascular Plant,Descurainia californica,"Sierra Tansymustard, Sierran Tansy Mustard, Sierran Tansymustard",
1275,Vascular Plant,Vaccinium myrtilloides,"Sour-Top Blueberry, Velvetleaf Blueberry, Velvetleaf Huckleberry",
5719,Vascular Plant,Holodiscus discolor,"Creambush, Creambush Oceanspray, Hillside Oceanspray, Oceanspray",
4598,Amphibian,Pseudacris regilla,"Northern Pacific Treefrog, Pacific Chorus Frog, Pacific Treefrog",
3969,Vascular Plant,Veronica arvensis,"Common Speedwell, Corn Speedwell, Rock Speedwell, Wall Speedwell",
3641,Vascular Plant,Hesperis matronalis,"Dames Rocket, Dame's Rocket, Dames Violet, Mother-Of-The-Evening",
3346,Vascular Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern
4362,Vascular Plant,Fragaria virginiana,"Thickleaved Wild Strawberry, Virginia Strawberry, Wild Strawberry",
4275,Vascular Plant,Puccinellia distans,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",
3695,Vascular Plant,Cerastium fontanum,"Common Chickweed, Common Mouse-Ear Chickweed, Mouse-Ear Chickweed",
5282,Vascular Plant,Mimulus cardinalis,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",
5250,Vascular Plant,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",
3980,Vascular Plant,Fritillaria pudica,"Yellow Bells, Yellow Fritillary, Yellow Missionbells, Yellowbells",
4172,Vascular Plant,Achnatherum pinetorum,"Pine Needlegrass, Pine-Forest Needle Grass, Pinewoods Needlegrass",
3646,Vascular Plant,Lepidium perfoliatum,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",
3465,Vascular Plant,Erigeron speciosus,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
1886,Vascular Plant,Circaea lutetiana ssp. canadensis,"Intermediate Enchanter's Nightshade, Larger Enchanter's-Nightshade",
3793,Vascular Plant,Equisetum arvense,"Common Horsetail, Field Horsetail, Scouringrush, Western Horsetail",
4727,Vascular Plant,Carduus pycnocephalus,"Compact-Headed Thistle, Italian Plumeless Thistle, Italian Thistle",
3291,Vascular Plant,Sagittaria cuneata,"Arumleaf Arrowhead, Arum-Leaf Arrowhead, Nothern Arrowhead, Wapato",
5643,Vascular Plant,Vulpia myuros,"Foxtail Fescue, Rattail Fescue, Rat-Tail Fescue, Rat-Tailed Fescue",
4063,Vascular Plant,Pinus contorta var. latifolia,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine",
3416,Vascular Plant,Artemisia dracunculus,"False Tarragon, Green Sagewort, Silky Wormwood, Tarragon, Wormwood",
4187,Vascular Plant,Alopecurus arundinaceus,"Creeping Foxtail, Creeping Meadow Foxtail, Creeping Meadow-Foxtail",
3949,Vascular Plant,Limosella aquatica,"Awlleaf Mudwort, Awl-Leaf Mudwort, Northern Mudwort, Water Mudwort",
3339,Vascular Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",
4280,Vascular Plant,Secale cereale,"Cereal Rye, Common Rye, Cultivated Annual Rye, Cultivated Rye, Rye",
3476,Vascular Plant,Gnaphalium palustre,"Cudweed, Lowland Cudweed, Marsh Everlasting, Western Marsh Cudweed",
3404,Vascular Plant,Arctium lappa,"Great Burdock, Greater Burdock, Greater Burrdock, Woodland Burdock",
3820,Vascular Plant,Polemonium micranthum,"Annual Jacob's-Ladder, Annual Polemonium, Littlebell Jacob's-Ladder",
4139,Vascular Plant,Eriophorum chamissonis,"Chamisso's Cottongrass, Chamisso's Cotton-Grass, Russet Cottonsedge",
3510,Vascular Plant,Pyrrocoma integrifolia,"Entireleaf Goldenweed, Manysted Goldenweed, Many-Stemmed Goldenweed",
4443,Vascular Plant,Lycium barbarum,"Common Matrimonyvine, Matrimony Vine, Matrimonyvine, Matrimony-Vine",
3425,Vascular Plant,Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",
4218,Vascular Plant,Dichanthelium acuminatum,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",
3380,Vascular Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",
4296,Vascular Plant,Pteridium aquilinum var. pubescens,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern",
4309,Vascular Plant,Mahonia repens,"Creeping Barberry, Creeping Mahonia, Oregon Grape, Trunkee Barberry",
3823,Vascular Plant,Androsace filiformis,"Filiform Rockjasmine, Slender Rockjasmine, Slender-Stemmed Androsace",
5399,Vascular Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening Primrose, Mono Hot Springs Evening-Primrose",Species of Concern
3941,Vascular Plant,Mimulus rubellus,"Little Redstem Monkeyflower, Red Monkeyflower, Redstem Monkey-Flower",
3513,Vascular Plant,Ratibida columnifera,"Prairie Coneflower, Redspike Mexican Hat, Upright Prairie Coneflower",
4042,Vascular Plant,Epilobium lactiflorum,"Broadleaf Willowweed, Milkflower Willowherb, White-Flower Willowherb",
3570,Vascular Plant,Amsinckia menziesii,"Menzies' Fiddleneck, Smallflower Fiddleneck, Small-Flower Fiddleneck",
5081,Vascular Plant,Phyllodoce breweri,"Brewer's Mountain Heather, Purple Mountainheath, Red Mountainheather",
4949,Vascular Plant,Sinapis arvensis,"Charlock, Charlock Mustard, Corn Mustard, Corn-Mustard, Wild Mustard",
3478,Vascular Plant,Helianthella quinquenervis,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",
3738,Vascular Plant,Eriogonum caespitosum,"Mat Buckwheat, Mat Eriogonum, Matted Buckwheat, Matted Wild Buckwheat",
5208,Vascular Plant,Asclepias fascicularis,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",
4326,Vascular Plant,Delphinium nuttallianum,"Low Larkspur, Nuttall's Larkspur, Twolobe Larkspur, Two-Lobe Larkspur",
3558,Vascular Plant,Townsendia hookeri,"Hooker's Townsend Daisy, Hooker's Townsend-Daisy, Hooker's Townsendia",
4688,Vascular Plant,Spiranthes porrifolia,"Creamy Ladies'-Tresses, Creamy Lady's Tresses, Western Lady's Tresses",
4745,Vascular Plant,Crepis occidentalis,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",
4143,Vascular Plant,Schoenoplectus americanus,"American Bulrush, Chairmaker's Bulrush, Olney Bulrush, Schoenoplectus",
4935,Vascular Plant,Descurainia incana,"Mountain Tansy Mustard, Mountain Tansymustard, Mountain Tansy-Mustard",
3604,Vascular Plant,Barbarea vulgaris,"Garden Yellow Rocket, Garden Yellowrocket, Winter Cress, Yellow Rocket",
4419,Vascular Plant,Myriophyllum sibiricum,"American Watermilfoil, Shortspike Watermilfoil, Siberian Water-Milfoil",
3363,Vascular Plant,Calypso bulbosa,"Fairy Slipper, Fairyslipper, Fairyslipper Orchid, Fairy-Slipper Orchid",
5298,Vascular Plant,Mimulus tilingii,"Subalpine Monkeyflower, Subalpine Monkey-Flower, Tiling's Monkeyflower",
4420,Vascular Plant,Myriophyllum verticillatum,"Whorled Water-Milfoil, Whorlleaf Watermilfoil, Whorl-Leaf Watermilfoil",
4345,Vascular Plant,Ranunculus testiculatus,"Bur Buttercup, Curveseed Butterwort, Little Bur, Testiculate Buttercup",
3707,Vascular Plant,Saponaria officinalis,"Bouncing Bet, Bouncingbet, Bouncingbet Soapweed, Soapwort, Sweet Betty",
3796,Vascular Plant,Equisetum laevigatum,"Horsetail, Smooth Horsetail, Smooth Scouringrush, Smooth Scouring-Rush",
5449,Vascular Plant,Pinus monticola,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",
5041,Vascular Plant,Polygonum ramosissimum,"Bushy Knotweed, Tall Knotweed, Yellow Knotweed, Yellow-Flower Knotweed",
3464,Vascular Plant,Erigeron simplex,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",
3450,Vascular Plant,Ericameria suffruticosa,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
5232,Vascular Plant,Glechoma hederacea,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",
5255,Vascular Plant,Castilleja applegatei,"Pine Indian Paintbrush, Wavyleaf Indian Paintbrush, Wavyleaf Paintbrush",
3567,Vascular Plant,Campanula rotundifolia,"Bluebell, Bluebell Bellflower, Bluebell-Of-Scotland, Roundleaf Harebell",
